"","S1_bulk1","S1_bulk2","S1_bulk3","S1_bulk4","S1_bulk5","S1_rAo1","S1_rAo2","S1_rAo3","S1_rAo4","S1_rAo5","S1_rAo6","S2_bulk1","S2_bulk2","S2_bulk3","S2_bulk4","S2_bulk5","S2_rVo1","S2_rVo2","S2_rVo3","S2_rVo4","S2_rVo5","S2_rVo6","S2_rVo7","S1_bulk6","S1_bulk7","S1_bulk8","S1_bulk9","S1_bulk10","S1_rAo7","S1_rAo8","S1_rAo9","S1_rAo10","S2_bulk6","S2_bulk7","S2_bulk8","S2_bulk9","S2_bulk10","S2_rVo8","S2_rVo9","S2_rVo10"
"OTU_8656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0
"OTU_8661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0
"OTU_8666",0,3,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"OTU_8667",1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_8669",0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"OTU_8674",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,3,5,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7
"OTU_8678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"OTU_8683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
"OTU_8685",0,0,0,0,0,5,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"OTU_8688",0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8698",0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0
"OTU_8702",0,0,0,0,0,0,0,23,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8706",0,0,0,0,0,0,0,0,0,0,0,9,10,0,11,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8713",0,0,0,0,0,0,0,0,12,0,4,0,14,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_8727",0,0,0,0,0,29,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"OTU_8734",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,1,1
"OTU_8736",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,11,10,0,0,0,0,0,0,0,0,0,0
"OTU_8741",0,0,0,0,0,0,5,6,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_8742",0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"OTU_8744",0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,7,0,0
"OTU_8757",0,0,0,0,0,12,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8759",0,18,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"OTU_8761",0,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0
"OTU_8781",0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"OTU_8785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0
"OTU_8791",14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8793",0,0,0,0,0,0,7,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,2,0,19,0,0,0,0,0,0,0,0,0
"OTU_8809",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0
"OTU_8811",0,0,0,0,0,10,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,7,0,4,0,0,0,0,0,0,4,0,0
"OTU_8816",0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0
"OTU_8822",0,0,0,1,2,0,1,9,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"OTU_8838",0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8840",0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0
"OTU_8845",0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8848",0,0,0,0,0,13,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_8859",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,16,0,0,0,0,0,0,0,0,0,0
"OTU_8860",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,0,0,0,0,0,0,7,0
"OTU_8866",0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0
"OTU_8869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,0,9,0
"OTU_8872",0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,8,0,0,0,0
"OTU_8873",1,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_8880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"OTU_8884",0,0,0,0,0,6,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"OTU_8901",16,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_8903",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"OTU_8906",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,5,0,0
"OTU_8909",0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,8,0,16,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_8913",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"OTU_8924",4,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8929",11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0
"OTU_8949",17,0,2,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,6,0,4,0,0,0,13,0,0,0,0,0
"OTU_8955",0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,14,0,0,0,0,0,0,0,0,0,0,0
"OTU_8960",0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"OTU_8989",0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"OTU_8991",7,13,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_9011",0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0
"OTU_9014",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0
"OTU_9018",0,6,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_9028",0,0,0,0,0,0,0,19,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9029",0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,5,1
"OTU_9030",0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"OTU_9032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
"OTU_9041",21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9042",0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0
"OTU_9052",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9057",0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"OTU_9061",0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,6,0,0,0,0,0,0,0,0,0
"OTU_9063",0,0,0,0,0,10,0,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9069",5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"OTU_9070",0,0,0,0,0,0,18,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_9077",7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_9080",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"OTU_9081",0,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_9082",0,0,0,0,0,9,0,0,8,0,0,0,6,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"OTU_9088",9,0,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"OTU_9126",0,0,0,0,3,0,0,9,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU_9144",0,0,0,0,0,10,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0
"OTU_9163",0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9166",0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,6,0,0,0,0,0,0,0,0,8,0,6
"OTU_9172",0,0,5,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"OTU_9176",0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0
"OTU_9187",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
"OTU_9209",0,0,2,0,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"OTU_9211",0,0,0,0,0,0,0,2,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"OTU_9214",0,0,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,5,0,0,0,0,0,4,0,3,0,3,0,0
"OTU_9215",9,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"OTU_9222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,5,0,6,0
"OTU_9223",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,6,0,0,0,0,0,0,0,0,0
"OTU_9225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6
"OTU_9242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,3,21,0,0,0,0,0,0,0,0,0,0,0
"OTU_9247",0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,12,2
"OTU_9268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
"OTU_9287",0,0,0,7,0,0,5,2,0,0,3,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,4,2,0,0
"OTU_9288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_9290",0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0
"OTU_9292",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1
"OTU_9296",0,2,5,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9298",0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0
"OTU_9303",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,6,1
"OTU_9310",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0
"OTU_9311",0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0
"OTU_9321",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_9330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0
"OTU_9331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,2,1,1,3,1,2,2,0
"OTU_9333",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,12,0
"OTU_9337",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,8,6,0,0,0,0
"OTU_9348",0,0,0,0,0,8,0,0,6,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9350",0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,12,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
"OTU_9359",0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9363",13,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"OTU_9371",0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"OTU_9376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,8,7,0,11
"OTU_9382",4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0
"OTU_9386",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"OTU_9387",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_9388",0,0,3,0,3,0,0,3,0,1,0,5,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
"OTU_9392",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0
"OTU_9404",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"OTU_9406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,3,0,14,0,0,0,0
"OTU_9413",0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9421",0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,11,0,0,2,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0
"OTU_9423",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_9424",0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0
"OTU_9426",0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"OTU_9429",0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,4,0
"OTU_9438",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_9442",0,1,0,0,1,0,1,0,0,3,0,0,0,1,12,0,0,0,1,0,3,0,0,0,2,0,1,0,0,11,0,0,0,0,0,0,0,1,1,0
"OTU_9451",0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,8,0,0,0,0,0,0,0,0,0,0
"OTU_9462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0
"OTU_9463",3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,6,0,16,0,0,0,0,0,0,0
"OTU_9464",0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,12,0,0,0,0
"OTU_9472",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"OTU_9474",0,0,0,0,0,12,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0
"OTU_9476",0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0
"OTU_9483",0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"OTU_9491",0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"OTU_9492",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"OTU_9510",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,0,0,0,0,0,0,12,0,0,0,0
"OTU_9522",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0
"OTU_9528",0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_9532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0
"OTU_9545",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0
"OTU_9560",0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,0
"OTU_9565",0,0,0,6,0,0,0,0,0,12,0,0,1,0,0,0,3,0,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0
"OTU_9573",5,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_9574",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0
"OTU_9583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0
"OTU_9589",0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_9594",5,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9609",0,0,0,0,0,7,0,7,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_9613",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"OTU_9622",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0
