	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_3703	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3704	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	
OTU_3705	Bacteria	Chloroflexota	TK10				
OTU_3706	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_3707	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	
OTU_3708	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3710	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU_3711	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_3712	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	
OTU_3713	Bacteria	Acidobacteriota	Blastocatellia	Nov-24			
OTU_3715	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_3716	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae		
OTU_3717	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_3719	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_3723	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_3724	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	
OTU_3725	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
OTU_3726	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae		
OTU_3727	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	
OTU_3728	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_3729	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	
OTU_3730	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_3731	Bacteria	Myxococcota	bacteriap25				
OTU_3733	Bacteria	Latescibacterota					
OTU_3734	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	
OTU_3735	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_3736	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_3737	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	
OTU_3738	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU_3739	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_3741	Bacteria	Actinomycetota	MB-A2-108				
OTU_3742	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_3744	Bacteria	Chloroflexota	Dehalococcoidia	S085			
OTU_3745	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	
OTU_3746	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	B1-7BS		
OTU_3747	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin517	
OTU_3748	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_3749	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_3750	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae		
OTU_3751	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_3753	Bacteria	Chloroflexota	KD4-96				
OTU_3754	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	
OTU_3756	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU_3758	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	acanthiterrae
OTU_3760	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
OTU_3761	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_3762	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	
OTU_3763	Bacteria	Acidobacteriota	Holophagae	Subgroup 7			
OTU_3764	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_3766	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3767	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_3768	Bacteria	Myxococcota	Polyangiia	Polyangiales	BIrii41		
OTU_3769	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Bradyrhizobium	
OTU_3770	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
OTU_3771	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_3772	Bacteria	Actinomycetota	MB-A2-108				
OTU_3773	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	
OTU_3775	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_3778	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84		
OTU_3779	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae		
OTU_3780	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_3781	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Cephaloticoccus	
OTU_3782	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_3783	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			
OTU_3784	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_3785	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_3786	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	
OTU_3787	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Sporichthyaceae		
OTU_3788	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_3789	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella	
OTU_3790	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_3791	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	
OTU_3792	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Koribacteraceae	Candidatus Koribacter	
OTU_3793	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_3795	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_3796	Bacteria	Latescibacterota					
OTU_3797	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3798	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU_3799	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_3800	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_3803	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis	
OTU_3804	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin516	
OTU_3805	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	
OTU_3806	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae		
OTU_3807	Bacteria	Patescibacteria	Parcubacteria				
OTU_3808	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_3809	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
OTU_3810	Bacteria	Chloroflexota	KD4-96				
OTU_3811	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_3812	Bacteria	Chloroflexota	TK10				
OTU_3814	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU_3816	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
OTU_3817	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin516	
OTU_3818	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU_3820	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_3821	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_3822	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_3823	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU_3824	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_3825	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
OTU_3826	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_3827	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_3828	Bacteria	Latescibacterota					
OTU_3831	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_3832	Bacteria	Actinomycetota	MB-A2-108				
OTU_3835	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU_3837	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3838	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_3839	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
OTU_3840	Bacteria	Chloroflexota	TK10				
OTU_3841	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_3843	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
OTU_3844	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_3845	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	cavourensis
OTU_3846	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae		
OTU_3847	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_3848	Bacteria	Myxococcota	Polyangiia	Polyangiales	BIrii41		
OTU_3850	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	type III	
OTU_3851	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_3852	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	
OTU_3853	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_3854	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_3855	Bacteria	Myxococcota	Polyangiia	Polyangiales	BIrii41		
OTU_3856	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
OTU_3857	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_3858	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae		
OTU_3860	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_3861	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_3862	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_3863	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	
OTU_3864	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_3865	Bacteria	Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57 soil group			
OTU_3866	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales			
OTU_3868	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
OTU_3869	Bacteria	Acidobacteriota	Holophagae	Subgroup 7			
OTU_3871	Bacteria	Actinomycetota	Actinobacteria				
OTU_3872	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_3873	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
OTU_3874	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_3878	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	
OTU_3880	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_3882	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3883	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_3884	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3885	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_3886	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_3887	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Amb-16S-1323		
OTU_3889	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae		
OTU_3892	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_3893	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_3894	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_3896	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_3899	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	
OTU_3900	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	agilis
OTU_3902	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_3903	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	
OTU_3904	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_3905	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	
OTU_3906	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae		
OTU_3907	Bacteria	Gemmatimonadota	AKAU4049				
OTU_3908	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3909	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_3912	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_3913	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_3914	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_3915	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_3916	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Allorhizobium	
OTU_3917	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	
OTU_3919	Bacteria	Acidobacteriota	Blastocatellia	Nov-24			
OTU_3920	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	
OTU_3921	Bacteria	Chloroflexota	Ktedonobacteria	C0119			
OTU_3922	Bacteria	Actinomycetota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinocrinis	
OTU_3924	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_3925	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_3926	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	JTB255 marine benthic group	
OTU_3927	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8		
OTU_3928	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_3929	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae		
OTU_3930	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Sorangium	
OTU_3931	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
OTU_3932	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_3934	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_3935	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_3936	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_3938	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_3939	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	
OTU_3940	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
OTU_3941	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	endophyticus
OTU_3942	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU_3944	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	
OTU_3947	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_3948	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Yinghuangia	aomiensis
OTU_3949	Bacteria	Actinomycetota	MB-A2-108				
OTU_3951	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU_3953	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae		
OTU_3955	Bacteria	Acidobacteriota	Blastocatellia	Nov-24			
OTU_3957	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_3959	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_3961	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae		
OTU_3962	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_3964	Bacteria	Acidobacteriota	Holophagae	Subgroup 7			
OTU_3965	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_3966	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04	
OTU_3967	Bacteria	RCP2-54					
OTU_3969	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
OTU_3970	Bacteria	Chloroflexota	Dehalococcoidia	S085			
OTU_3971	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_3972	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_3973	Bacteria	Chloroflexota	KD4-96				
OTU_3974	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
OTU_3976	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	
OTU_3977	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	A21b		
OTU_3978	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_3979	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Pedosphaera	
OTU_3980	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_3981	Bacteria	Pseudomonadota	Gammaproteobacteria	R7C24			
OTU_3982	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
OTU_3983	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_3984	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_3985	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_3986	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae		
OTU_3987	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	
OTU_3988	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
OTU_3989	Bacteria						
OTU_3990	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	D05-2		
OTU_3991	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_3992	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_3993	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	terrae
OTU_3995	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			
OTU_3996	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_3997	Bacteria	Gemmatimonadota	Longimicrobiia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	
OTU_3998	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Baekduia	
OTU_3999	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_4000	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	
OTU_4002	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU_4003	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	
OTU_4004	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_4005	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_4007	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	
OTU_4008	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_4009	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_4010	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_4011	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_4012	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_4014	Bacteria	Gemmatimonadota	S0134 terrestrial group				
OTU_4015	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_4016	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae		
OTU_4017	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Baekduia	
OTU_4018	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU_4019	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_4021	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_4022	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_4023	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_4025	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Elsteraceae		
OTU_4027	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_4028	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU_4029	Bacteria	Actinomycetota	Thermoleophilia				
OTU_4030	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
OTU_4031	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_4033	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_4036	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	TRA3-20		
OTU_4037	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_4038	Bacteria						
OTU_4039	Bacteria	Incertae Sedis	Incertae Sedis	SJA-28			
OTU_4040	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_4042	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU_4043	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	
OTU_4044	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU_4045	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Spirosoma	
